Module	Section	Sample Name	Source
DRAGEN	overall_mean_cov_metrics	SC501108.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.target_bed_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SC501108.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.wgs_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SC501110.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.target_bed_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SC501110.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.wgs_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SC501111.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.target_bed_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SC501111.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.wgs_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SD162355.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.target_bed_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SD162355.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.wgs_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SD162357.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.target_bed_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SD162357.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.wgs_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SD162359.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.target_bed_overall_mean_cov.csv
DRAGEN	overall_mean_cov_metrics	SD162359.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.wgs_overall_mean_cov.csv
DRAGEN	coverage_metrics	SC501095.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501095/SC501095.target_bed_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501095.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501095/SC501095.wgs_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501096.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501096/SC501096.target_bed_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501096.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501096/SC501096.wgs_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501105.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501105/SC501105.target_bed_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501105.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501105/SC501105.wgs_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501108.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.target_bed_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501108.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.wgs_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501110.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.target_bed_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501110.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.wgs_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501111.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.target_bed_coverage_metrics.csv
DRAGEN	coverage_metrics	SC501111.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.wgs_coverage_metrics.csv
DRAGEN	coverage_metrics	SD162355.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.target_bed_coverage_metrics.csv
DRAGEN	coverage_metrics	SD162355.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.wgs_coverage_metrics.csv
DRAGEN	coverage_metrics	SD162357.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.target_bed_coverage_metrics.csv
DRAGEN	coverage_metrics	SD162357.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.wgs_coverage_metrics.csv
DRAGEN	coverage_metrics	SD162359.target_bed	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.target_bed_coverage_metrics.csv
DRAGEN	coverage_metrics	SD162359.wgs	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.wgs_coverage_metrics.csv
DRAGEN	wgs_fine_hist	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501095/SC501095.wgs_fine_hist.csv
DRAGEN	wgs_fine_hist	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501096/SC501096.wgs_fine_hist.csv
DRAGEN	wgs_fine_hist	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501105/SC501105.wgs_fine_hist.csv
DRAGEN	wgs_fine_hist	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.wgs_fine_hist.csv
DRAGEN	wgs_fine_hist	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.wgs_fine_hist.csv
DRAGEN	wgs_fine_hist	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.wgs_fine_hist.csv
DRAGEN	wgs_fine_hist	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.wgs_fine_hist.csv
DRAGEN	wgs_fine_hist	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.wgs_fine_hist.csv
DRAGEN	wgs_fine_hist	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.wgs_fine_hist.csv
DRAGEN	wgs_contig_mean_cov	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501095/SC501095.wgs_contig_mean_cov.csv
DRAGEN	wgs_contig_mean_cov	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501096/SC501096.wgs_contig_mean_cov.csv
DRAGEN	wgs_contig_mean_cov	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501105/SC501105.wgs_contig_mean_cov.csv
DRAGEN	wgs_contig_mean_cov	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.wgs_contig_mean_cov.csv
DRAGEN	wgs_contig_mean_cov	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.wgs_contig_mean_cov.csv
DRAGEN	wgs_contig_mean_cov	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.wgs_contig_mean_cov.csv
DRAGEN	wgs_contig_mean_cov	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.wgs_contig_mean_cov.csv
DRAGEN	wgs_contig_mean_cov	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.wgs_contig_mean_cov.csv
DRAGEN	wgs_contig_mean_cov	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.wgs_contig_mean_cov.csv
DRAGEN	fragment_length_hist	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501095/SC501095.fragment_length_hist.csv
DRAGEN	fragment_length_hist	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501096/SC501096.fragment_length_hist.csv
DRAGEN	fragment_length_hist	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501105/SC501105.fragment_length_hist.csv
DRAGEN	fragment_length_hist	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.fragment_length_hist.csv
DRAGEN	fragment_length_hist	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.fragment_length_hist.csv
DRAGEN	fragment_length_hist	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.fragment_length_hist.csv
DRAGEN	fragment_length_hist	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.fragment_length_hist.csv
DRAGEN	fragment_length_hist	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.fragment_length_hist.csv
DRAGEN	fragment_length_hist	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.fragment_length_hist.csv
DRAGEN	trimmer_metrics	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501095/SC501095.trimmer_metrics.csv
DRAGEN	trimmer_metrics	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501096/SC501096.trimmer_metrics.csv
DRAGEN	trimmer_metrics	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501105/SC501105.trimmer_metrics.csv
DRAGEN	trimmer_metrics	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.trimmer_metrics.csv
DRAGEN	trimmer_metrics	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.trimmer_metrics.csv
DRAGEN	trimmer_metrics	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.trimmer_metrics.csv
DRAGEN	trimmer_metrics	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.trimmer_metrics.csv
DRAGEN	trimmer_metrics	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.trimmer_metrics.csv
DRAGEN	trimmer_metrics	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.trimmer_metrics.csv
DRAGEN	time_metrics	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501095/SC501095.time_metrics.csv
DRAGEN	time_metrics	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501096/SC501096.time_metrics.csv
DRAGEN	time_metrics	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501105/SC501105.time_metrics.csv
DRAGEN	time_metrics	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.time_metrics.csv
DRAGEN	time_metrics	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.time_metrics.csv
DRAGEN	time_metrics	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.time_metrics.csv
DRAGEN	time_metrics	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.time_metrics.csv
DRAGEN	time_metrics	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.time_metrics.csv
DRAGEN	time_metrics	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.time_metrics.csv
DRAGEN-FastQC	all_sections	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501095/SC501095.fastqc_metrics.csv
DRAGEN-FastQC	all_sections	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501096/SC501096.fastqc_metrics.csv
DRAGEN-FastQC	all_sections	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501105/SC501105.fastqc_metrics.csv
DRAGEN-FastQC	all_sections	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501108/SC501108.fastqc_metrics.csv
DRAGEN-FastQC	all_sections	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501110/SC501110.fastqc_metrics.csv
DRAGEN-FastQC	all_sections	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SC501111/SC501111.fastqc_metrics.csv
DRAGEN-FastQC	all_sections	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162355/SD162355.fastqc_metrics.csv
DRAGEN-FastQC	all_sections	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162357/SD162357.fastqc_metrics.csv
DRAGEN-FastQC	all_sections	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/dragen_gvcf/SD162359/SD162359.fastqc_metrics.csv
Picard	AlignmentSummaryMetrics	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501095/alignment.txt
Picard	AlignmentSummaryMetrics	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501096/alignment.txt
Picard	AlignmentSummaryMetrics	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501105/alignment.txt
Picard	AlignmentSummaryMetrics	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501108/alignment.txt
Picard	AlignmentSummaryMetrics	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501110/alignment.txt
Picard	AlignmentSummaryMetrics	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501111/alignment.txt
Picard	AlignmentSummaryMetrics	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162355/alignment.txt
Picard	AlignmentSummaryMetrics	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162357/alignment.txt
Picard	AlignmentSummaryMetrics	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/alignment.txt
Picard	BaseDistributionByCycle	SC501095_R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501095/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501095_R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501095/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501096_R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501096/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501096_R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501096/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501105_R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501105/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501105_R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501105/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501108_R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501108/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501108_R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501108/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501110_R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501110/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501110_R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501110/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501111_R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501111/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SC501111_R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501111/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SD162355_R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162355/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SD162355_R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162355/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SD162357_R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162357/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SD162357_R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162357/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SD162359_R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/base_distribution_by_cycle.txt
Picard	BaseDistributionByCycle	SD162359_R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/base_distribution_by_cycle.txt
Picard	GcBiasMetrics	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/gcbias_summary.txt
Picard	GcBiasMetrics	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/gcbias_summary.txt
Picard	GcBiasMetrics	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/gcbias_summary.txt
Picard	GcBiasMetrics	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/gcbias_summary.txt
Picard	GcBiasMetrics	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/gcbias_summary.txt
Picard	GcBiasMetrics	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/gcbias_summary.txt
Picard	GcBiasMetrics	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/gcbias_summary.txt
Picard	GcBiasMetrics	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/gcbias_summary.txt
